PassengerId,Pclass,Gender,Age,SibSp,Parch,Fare,Embarked_Q,Embarked_S
769,3,0,28.0,1,0,24.15,True,False
765,3,0,16.0,0,0,7.775,False,True
155,3,0,28.0,0,0,7.3125,False,True
288,3,0,22.0,0,0,7.8958,False,True
751,2,1,4.0,1,1,23.0,False,True
18,2,0,28.0,0,0,13.0,False,True
128,3,0,24.0,0,0,7.1417,False,True
323,2,1,30.0,0,0,12.35,True,False
256,3,1,29.0,0,2,15.2458,False,False
771,3,0,24.0,0,0,9.5,False,True
857,1,1,45.0,1,1,164.8667,False,True
191,2,1,32.0,0,0,13.0,False,True
116,3,0,21.0,0,0,7.925,False,True
738,1,0,35.0,0,0,512.3292,False,False
181,3,1,28.0,8,2,69.55,False,True
302,3,0,28.0,2,0,23.25,True,False
680,1,0,36.0,0,1,512.3292,False,False
639,3,1,41.0,0,5,39.6875,False,True
650,3,1,23.0,0,0,7.55,False,True
617,3,0,34.0,1,1,14.4,False,True
597,2,1,28.0,0,0,33.0,False,True
518,3,0,28.0,0,0,24.15,True,False
876,3,1,15.0,0,0,7.225,False,False
46,3,0,28.0,0,0,8.05,False,True
808,3,1,18.0,0,0,7.775,False,True
158,3,0,30.0,0,0,8.05,False,True
666,2,0,32.0,2,0,73.5,False,True
172,3,0,4.0,4,1,29.125,True,False
17,3,0,2.0,4,1,29.125,True,False
512,3,0,28.0,0,0,8.05,False,True
49,3,0,28.0,2,0,21.6792,False,False
863,1,1,48.0,0,0,25.9292,False,True
750,3,0,31.0,0,0,7.75,True,False
516,1,0,47.0,0,0,34.0208,False,True
618,3,1,26.0,1,0,16.1,False,True
481,3,0,9.0,5,2,46.9,False,True
284,3,0,19.0,0,0,8.05,False,True
590,3,0,28.0,0,0,8.05,False,True
226,3,0,22.0,0,0,9.35,False,True
27,3,0,28.0,0,0,7.225,False,False
849,2,0,28.0,0,1,33.0,False,True
438,2,1,24.0,2,3,18.75,False,True
845,3,0,17.0,0,0,8.6625,False,True
365,3,0,28.0,1,0,15.5,True,False
230,3,1,28.0,3,1,25.4667,False,True
38,3,0,21.0,0,0,8.05,False,True
858,1,0,51.0,0,0,26.55,False,True
375,3,1,3.0,3,1,21.075,False,True
470,3,1,0.75,2,1,19.2583,False,False
860,3,0,28.0,0,0,7.2292,False,False
759,3,0,34.0,0,0,8.05,False,True
652,2,1,18.0,0,1,23.0,False,True
195,1,1,44.0,0,0,27.7208,False,False
761,3,0,28.0,0,0,14.5,False,True
869,3,0,28.0,0,0,9.5,False,True
504,3,1,37.0,0,0,9.5875,False,True
862,2,0,21.0,1,0,11.5,False,True
742,1,0,36.0,1,0,78.85,False,True
580,3,0,32.0,0,0,7.925,False,True
889,3,1,28.0,1,2,23.45,False,True
163,3,0,26.0,0,0,7.775,False,True
631,1,0,80.0,0,0,30.0,False,True
153,3,0,55.5,0,0,8.05,False,True
685,2,0,60.0,1,1,39.0,False,True
630,3,0,28.0,0,0,7.7333,True,False
676,3,0,18.0,0,0,7.775,False,True
112,3,1,14.5,1,0,14.4542,False,False
227,2,0,19.0,0,0,10.5,False,True
619,2,1,4.0,2,1,39.0,False,True
104,3,0,33.0,0,0,8.6542,False,True
422,3,0,21.0,0,0,7.7333,True,False
420,3,1,10.0,0,2,24.15,False,True
587,2,0,47.0,0,0,15.0,False,True
120,3,1,2.0,4,2,31.275,False,True
54,2,1,29.0,1,0,26.0,False,True
152,1,1,22.0,1,0,66.6,False,True
404,3,0,28.0,1,0,15.85,False,True
840,1,0,28.0,0,0,29.7,False,False
208,3,0,26.0,0,0,18.7875,False,False
753,3,0,33.0,0,0,9.5,False,True
718,2,1,27.0,0,0,10.5,False,True
9,3,1,27.0,0,2,11.1333,False,True
723,2,0,34.0,0,0,13.0,False,True
37,3,0,28.0,0,0,7.2292,False,False
453,1,0,30.0,0,0,27.75,False,False
254,3,0,30.0,1,0,16.1,False,True
304,2,1,28.0,0,0,12.35,True,False
668,3,0,28.0,0,0,7.775,False,True
572,1,1,53.0,2,0,51.4792,False,True
637,3,0,32.0,0,0,7.925,False,True
715,2,0,52.0,0,0,13.0,False,True
263,1,0,52.0,1,1,79.65,False,True
611,3,1,39.0,1,5,31.275,False,True
298,1,1,2.0,1,2,151.55,False,True
415,3,0,44.0,0,0,7.925,False,True
151,2,0,51.0,0,0,12.525,False,True
706,2,0,39.0,0,0,26.0,False,True
790,1,0,46.0,0,0,79.2,False,False
551,1,0,17.0,0,2,110.8833,False,False
489,3,0,30.0,0,0,8.05,False,True
148,3,1,9.0,2,2,34.375,False,True
147,3,0,27.0,0,0,7.7958,False,True
837,3,0,21.0,0,0,8.6625,False,True
827,3,0,28.0,0,0,56.4958,False,True
871,3,0,26.0,0,0,7.8958,False,True
349,3,0,3.0,1,1,15.9,False,True
464,2,0,48.0,0,0,13.0,False,True
326,1,1,36.0,0,0,135.6333,False,False
187,3,1,28.0,1,0,15.5,True,False
124,2,1,32.5,0,0,13.0,False,True
760,1,1,33.0,0,0,86.5,False,True
609,2,1,22.0,1,2,41.5792,False,False
144,3,0,19.0,0,0,6.75,True,False
852,3,0,74.0,0,0,7.775,False,True
198,3,0,42.0,0,1,8.4042,False,True
610,1,1,40.0,0,0,153.4625,False,True
280,3,1,35.0,1,1,20.25,False,True
294,3,1,24.0,0,0,8.85,False,True
401,3,0,39.0,0,0,7.925,False,True
123,2,0,32.5,1,0,30.0708,False,False
184,2,0,1.0,2,1,39.0,False,True
203,3,0,34.0,0,0,6.4958,False,True
439,1,0,64.0,1,4,263.0,False,True
247,3,1,25.0,0,0,7.775,False,True
416,3,1,28.0,0,0,8.05,False,True
789,3,0,1.0,1,2,20.575,False,True
130,3,0,45.0,0,0,6.975,False,True
638,2,0,31.0,1,1,26.25,False,True
403,3,1,21.0,1,0,9.825,False,True
795,3,0,25.0,0,0,7.8958,False,True
690,1,1,15.0,0,1,211.3375,False,True
811,3,0,26.0,0,0,7.8875,False,True
220,2,0,30.0,0,0,10.5,False,True
642,1,1,24.0,0,0,69.3,False,False
813,2,0,35.0,0,0,10.5,False,True
673,2,0,70.0,0,0,10.5,False,True
816,1,0,28.0,0,0,0.0,False,True
625,3,0,21.0,0,0,16.1,False,True
856,3,1,18.0,0,1,9.35,False,True
681,3,1,28.0,0,0,8.1375,True,False
387,3,0,1.0,5,2,46.9,False,True
864,3,1,28.0,8,2,69.55,False,True
510,3,0,26.0,0,0,56.4958,False,True
268,3,0,25.0,1,0,7.775,False,True
733,2,0,28.0,0,0,0.0,False,True
442,3,0,20.0,0,0,9.5,False,True
497,1,1,54.0,1,0,78.2667,False,False
113,3,0,22.0,0,0,8.05,False,True
233,2,0,59.0,0,0,13.5,False,True
775,2,1,54.0,1,3,23.0,False,True
608,1,0,27.0,0,0,30.5,False,True
672,1,0,31.0,1,0,52.0,False,True
374,1,0,22.0,0,0,135.6333,False,False
873,1,0,33.0,0,0,5.0,False,True
752,3,0,6.0,0,1,12.475,False,True
234,3,1,5.0,4,2,31.3875,False,True
807,1,0,39.0,0,0,0.0,False,True
677,3,0,24.5,0,0,8.05,False,True
318,2,0,54.0,0,0,14.0,False,True
649,3,0,28.0,0,0,7.55,False,True
411,3,0,28.0,0,0,7.8958,False,True
799,3,0,30.0,0,0,7.2292,False,False
359,3,1,28.0,0,0,7.8792,True,False
259,1,1,35.0,0,0,512.3292,False,False
628,1,1,21.0,0,0,77.9583,False,True
633,1,0,32.0,0,0,30.5,False,False
283,3,0,16.0,0,0,9.5,False,True
377,3,1,22.0,0,0,7.25,False,True
385,3,0,28.0,0,0,7.8958,False,True
225,1,0,38.0,1,0,90.0,False,True
847,3,0,28.0,8,2,69.55,False,True
729,2,0,25.0,1,0,26.0,False,True
473,2,1,33.0,1,2,27.75,False,True
348,3,1,28.0,1,0,16.1,False,True
506,1,0,18.0,1,0,108.9,False,False
640,3,0,28.0,1,0,16.1,False,True
879,3,0,28.0,0,0,7.8958,False,True
825,3,0,2.0,4,1,39.6875,False,True
804,3,0,0.42,0,1,8.5167,False,False
620,2,0,26.0,0,0,10.5,False,True
762,3,0,41.0,0,0,7.125,False,True
646,1,0,48.0,1,0,76.7292,False,False
755,2,1,48.0,1,2,65.0,False,True
557,1,1,48.0,1,0,39.6,False,False
851,3,0,4.0,4,2,31.275,False,True
578,1,1,39.0,1,0,55.9,False,True
86,3,1,33.0,3,0,15.85,False,True
243,2,0,29.0,0,0,10.5,False,True
699,1,0,49.0,1,1,110.8833,False,False
160,3,0,28.0,8,2,69.55,False,True
525,3,0,28.0,0,0,7.2292,False,False
36,1,0,42.0,1,0,52.0,False,True
541,1,1,36.0,0,2,71.0,False,True
171,1,0,61.0,0,0,33.5,False,True
655,3,1,18.0,0,0,6.75,True,False
787,3,1,18.0,0,0,7.4958,False,True
756,2,0,0.67,1,1,14.5,False,True
839,3,0,32.0,0,0,56.4958,False,True
96,3,0,28.0,0,0,8.05,False,True
564,3,0,28.0,0,0,8.05,False,True
241,3,1,28.0,1,0,14.4542,False,False
575,3,0,16.0,0,0,8.05,False,True
691,1,0,31.0,1,0,57.0,False,True
461,1,0,48.0,0,0,26.55,False,True
554,3,0,22.0,0,0,7.225,False,False
781,3,1,13.0,0,0,7.2292,False,False
207,3,0,32.0,1,0,15.85,False,True
393,3,0,28.0,2,0,7.925,False,True
398,2,0,46.0,0,0,26.0,False,True
757,3,0,28.0,0,0,7.7958,False,True
218,2,0,42.0,1,0,27.0,False,True
5,3,0,35.0,0,0,8.05,False,True
643,3,1,2.0,3,2,27.9,False,True
798,3,1,31.0,0,0,8.6833,False,True
613,3,1,28.0,1,0,15.5,True,False
739,3,0,28.0,0,0,7.8958,False,True
547,2,1,19.0,1,0,26.0,False,True
726,3,0,20.0,0,0,8.6625,False,True
684,3,0,14.0,5,2,46.9,False,True
99,2,1,34.0,0,1,23.0,False,True
728,3,1,28.0,0,0,7.7375,True,False
574,3,1,28.0,0,0,7.75,True,False
407,3,0,51.0,0,0,7.75,False,True
503,3,1,28.0,0,0,7.6292,True,False
48,3,1,28.0,0,0,7.75,True,False
33,3,1,28.0,0,0,7.75,True,False
201,3,0,28.0,0,0,9.5,False,True
135,2,0,25.0,0,0,13.0,False,True
28,1,0,19.0,3,2,263.0,False,True
848,3,0,35.0,0,0,7.8958,False,False
231,1,1,35.0,1,0,83.475,False,True
490,3,0,9.0,1,1,15.9,False,True
379,3,0,20.0,0,0,4.0125,False,False
289,2,0,42.0,0,0,13.0,False,True
419,2,0,30.0,0,0,13.0,False,True
675,2,0,28.0,0,0,0.0,False,True
392,3,0,21.0,0,0,7.7958,False,True
593,3,0,47.0,0,0,7.25,False,True
499,1,1,25.0,1,2,151.55,False,True
139,3,0,16.0,0,0,9.2167,False,True
63,1,0,45.0,1,0,83.475,False,True
472,3,0,38.0,0,0,8.6625,False,True
648,1,0,56.0,0,0,35.5,False,False
129,3,1,28.0,1,1,22.3583,False,False
868,1,0,31.0,0,0,50.4958,False,True
521,1,1,30.0,0,0,93.5,False,True
65,1,0,28.0,0,0,27.7208,False,False
15,3,1,14.0,0,0,7.8542,False,True
157,3,1,16.0,0,0,7.7333,True,False
41,3,1,40.0,1,0,9.475,False,True
493,1,0,55.0,0,0,30.5,False,True
380,3,0,19.0,0,0,7.775,False,True
188,1,0,45.0,0,0,26.55,False,True
764,1,1,36.0,1,2,120.0,False,True
217,3,1,27.0,0,0,7.925,False,True
53,1,1,49.0,1,0,76.7292,False,False
338,1,1,41.0,0,0,134.5,False,False
749,1,0,19.0,1,0,53.1,False,True
720,3,0,33.0,0,0,7.775,False,True
725,1,0,27.0,1,0,53.1,False,True
296,1,0,28.0,0,0,27.7208,False,False
702,1,0,35.0,0,0,26.2875,False,True
252,3,1,29.0,1,1,10.4625,False,True
727,2,1,30.0,3,0,21.0,False,True
462,3,0,34.0,0,0,8.05,False,True
456,3,0,29.0,0,0,7.8958,False,False
888,1,1,19.0,0,0,30.0,False,True
270,1,1,35.0,0,0,135.6333,False,True
202,3,0,28.0,8,2,69.55,False,True
162,2,1,40.0,0,0,15.75,False,True
556,1,0,62.0,0,0,26.55,False,True
730,3,1,25.0,1,0,7.925,False,True
402,3,0,26.0,0,0,8.05,False,True
703,3,1,18.0,0,1,14.4542,False,False
477,2,0,34.0,1,0,21.0,False,True
772,3,0,48.0,0,0,7.8542,False,True
106,3,0,28.0,0,0,7.8958,False,True
566,3,0,24.0,2,0,24.15,False,True
390,2,1,17.0,0,0,12.0,False,False
2,1,1,38.0,1,0,71.2833,False,False
833,3,0,28.0,0,0,7.2292,False,False
562,3,0,40.0,0,0,7.8958,False,True
81,3,0,22.0,0,0,9.0,False,True
206,3,1,2.0,0,1,10.4625,False,True
35,1,0,28.0,1,0,82.1708,False,False
776,3,0,18.0,0,0,7.75,False,True
509,3,0,28.0,0,0,22.525,False,True
428,2,1,19.0,0,0,26.0,False,True
455,3,0,28.0,0,0,8.05,False,True
367,1,1,60.0,1,0,75.25,False,False
92,3,0,20.0,0,0,7.8542,False,True
340,1,0,45.0,0,0,35.5,False,True
565,3,1,28.0,0,0,8.05,False,True
346,2,1,24.0,0,0,13.0,False,True
777,3,0,28.0,0,0,7.75,True,False
242,3,1,28.0,1,0,15.5,True,False
14,3,0,39.0,1,5,31.275,False,True
316,3,1,26.0,0,0,7.8542,False,True
601,2,1,24.0,2,1,27.0,False,True
388,2,1,36.0,0,0,13.0,False,True
274,1,0,37.0,0,1,29.7,False,False
167,1,1,28.0,0,1,55.0,False,True
884,2,0,28.0,0,0,10.5,False,True
647,3,0,19.0,0,0,7.8958,False,True
819,3,0,43.0,0,0,6.45,False,True
485,1,0,25.0,1,0,91.0792,False,False
874,3,0,47.0,0,0,9.0,False,True
505,1,1,16.0,0,0,86.5,False,True
832,2,0,0.83,1,1,18.75,False,True
244,3,0,22.0,0,0,7.125,False,True
567,3,0,19.0,0,0,7.8958,False,True
563,2,0,28.0,0,0,13.5,False,True
687,3,0,14.0,4,1,39.6875,False,True
190,3,0,36.0,0,0,7.8958,False,True
783,1,0,29.0,0,0,30.0,False,True
700,3,0,42.0,0,0,7.65,False,True
476,1,0,28.0,0,0,52.0,False,True
682,1,0,27.0,0,0,76.7292,False,False
511,3,0,29.0,0,0,7.75,True,False
59,2,1,5.0,1,2,27.75,False,True
475,3,1,22.0,0,0,9.8375,False,True
561,3,0,28.0,0,0,7.75,True,False
748,2,1,30.0,0,0,13.0,False,True
253,1,0,62.0,0,0,26.55,False,True
22,2,0,34.0,0,0,13.0,False,True
314,3,0,28.0,0,0,7.8958,False,True
460,3,0,28.0,0,0,7.75,True,False
161,3,0,44.0,0,1,16.1,False,True
277,3,1,45.0,0,0,7.75,False,True
192,2,0,19.0,0,0,13.0,False,True
386,2,0,18.0,0,0,73.5,False,True
806,3,0,31.0,0,0,7.775,False,True
414,2,0,28.0,0,0,0.0,False,True
492,3,0,21.0,0,0,7.25,False,True
344,2,0,25.0,0,0,13.0,False,True
770,3,0,32.0,0,0,8.3625,False,True
309,2,0,30.0,1,0,24.0,False,False
662,3,0,40.0,0,0,7.225,False,False
131,3,0,33.0,0,0,7.8958,False,False
664,3,0,36.0,0,0,7.4958,False,True
872,1,1,47.0,1,1,52.5542,False,True
100,2,0,34.0,1,0,26.0,False,True
373,3,0,19.0,0,0,8.05,False,True
88,3,0,28.0,0,0,8.05,False,True
459,2,1,50.0,0,0,10.5,False,True
331,3,1,28.0,2,0,23.25,True,False
215,3,0,28.0,1,0,7.75,True,False
467,2,0,28.0,0,0,0.0,False,True
122,3,0,28.0,0,0,8.05,False,True
615,3,0,35.0,0,0,8.05,False,True
21,2,0,35.0,0,0,26.0,False,True
701,1,1,18.0,1,0,227.525,False,False
72,3,1,16.0,5,2,46.9,False,True
107,3,1,21.0,0,0,7.65,False,True
271,1,0,28.0,0,0,31.0,False,True
861,3,0,41.0,2,0,14.1083,False,True
436,1,1,14.0,1,2,120.0,False,True
103,1,0,21.0,0,1,77.2875,False,True
